id,region,sec_uid,unique_id,nickname,signature,avatar,verified,secret,aweme_count,following_count,follower_count,favoriting_count,total_favorited,ins_id,youtube_channel_title,youtube_channel_id,twitter_name,twitter_id,author_id
6993891480075256837,US,MS4wLjABAAAAgUWgG-Cl6cRqF3vhQ6CmDK8WRFOqeU0hNtEM-hLec2Ns7z_WtA2zmbYEgrarMSez,isaactakespics,Isaac Spotts,My Instagram: @isaacspicz. You can support me by ordering a print! 👇🏼,https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f67cc0b9f2446c8c2ca13c5f0d7bdbdb~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,191,110,2105842,51721,39766986,isaacspicz,Isaac Spotts,UC9IsrUQJOY-KfJh0WlI3FCw,,,6742912676903568389
6799757539836904454,US,MS4wLjABAAAAxMJrdzGPVKH-joR530IIr_raSvZPZ5yDAJ5fFZRIMPt7ymblIRxfr7JolULMVE4P,goofyghoul,goofyghoul6,just a silly goofy ghoul,https://p16-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cd980b8cc621b1f68a70f20ea6cbf878~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,168,3258,11865,110084,345229,the_wandering_realm,,,,,6742912676903568389
6755901344022873093,US,MS4wLjABAAAAX5lF3G6F-1Jcw4uf-J45rdmf-BFdV5N-VfkLkzdhTpF8JNE2ZFWaaJcN6gRqiPQh,keeganevansphoto,Keegan Evans,"Photo/Video Content Creator and Educator 📸
Email: Keegan@palettemgmt.com",https://p16-pu-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c9ba477ff5d04510d9ace5639a584e52~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,285,237,1778460,10954,40554859,keeganevansphoto,Keegan Evans Photo,UCSaU-7ZEH8TxV9-mOoprTMw,,,6742912676903568389
6922957160407073797,US,MS4wLjABAAAAlMzca1AWts2d4ARngF8GkN12KkpIbab9MAXJX-2JfOP0kQOU7yigbcMXHE7LfZi5,travelfortheartofit,Esther,"Becoming a baker, dreaming of travel",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7319729768746713131~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,183,208,308,2170,14708,travelfortheartofit,,,,,6742912676903568389
6789670970841629701,US,MS4wLjABAAAAoN42ri07ZWE6OQHb4zfgE-YRvOWkKZ105BwZElxFOQzwKadupZRd7rshO6NdthTA,stasherbag,Stasher,"💚 Stasher helps you live Life with Less Plastic™
🤑: TIKTOKSQUAD20",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e08ea86cb335fb0940e7ffe43e78dd59~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,481,373,65243,3420,1202165,stasherbag,,,,,6742912676903568389
6860568561103225861,US,MS4wLjABAAAAXiIfBIsv1Uym6iFCHhn4Imu9wwEZm4qCyAJp4jKVDYjB7YSrGGV8QkK4UGa563ZC,peter_crawford,Peter Crawford,Florida man living and working in the Florida Everglades.,https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/15649241f9712ab50b8866e7a912b7e4~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,157,233,509879,17118,11256631,pete_craw,Peter Crawford,UCg8Q0uCH3UrOoaTqSzZhCTQ,,,6742912676903568389
7013008539489108998,US,MS4wLjABAAAAH2cIdEkz9fKw_VeVBpIDp3jBtfq7TBBSa13CZU9a1Cqned-z5Zt3jmzL5QqTdp9C,dewyerskin,Dewyer,"Skincare to feed the confidence in all of us
vegan • eco friendly • cruelty free",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/9d13eaa3441a8f7a7a96067252b243e7~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,36,53,760,1483,30733,dewyerskin,,,,,6742912676903568389
6867950901006697477,US,MS4wLjABAAAA8bU9YsgcYh5AtmMJHaSqonf_cpQlTvByoLHutGIYXwrDDoTdwqG5j7bzl-h8RRE_,gladragspads,GladRags,We make reusable period products! Find out more at GladRags.com! 🩸💖🌿,https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/bbe907dfb1a45a26b47fae91bce30d50~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,324,29,14502,384,393872,gladragspads,,,,,6742912676903568389
6744666023473546246,GB,MS4wLjABAAAAxLhUYlz0Nw6sSTzs8y4-l-eSz05fyIB1bpz2sc9VA86sAMMlhjHl6gWPgmeJBdcE,sheldricktrust,SheldrickTrust,Official Sheldrick Wildlife Trust account. Saving wild lives - Securing habitats,https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/7331807976581726213~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,743,1,1133278,0,20125290,,Sheldrick Trust,UCrgRQupv3gyUVN7JjPDco7w,,,6742912676903568389
6800002685263348742,US,MS4wLjABAAAATPHfEM69z24CvlSiQ9gEZCSTrfULk5U5_j99H9e6VVy8gGa-U-AxJ-0ButRiMnCH,dolphindronedom,Domenic Biagini,The original creator of all the stolen drone videos of whales on this platform,https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/6f8dd74949c392a75a06b3fc1ec5e8ac~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,486,585,1894877,16766,44514236,dolphindronedom,Domenic Biagini,UCsxQCFPkeCMLhbHq04gRQZQ,,,6742912676903568389
6731546728388920326,AE,MS4wLjABAAAA0Ng3xfGrZPxez5kTob1ZnhtP0fbKWKLAygXUDXbbhQr5KM5gpVnkoym-F-8tA2nz,himynameispriya,Priya Sharma,"💍Priya & Sid
📧sid@himynameispriya.com",https://p19-common-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5a7e4a1f60e25d2f14512ff5f054e458~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1055,677,1641443,3413,91741498,himynameispriya,himynameispriya,UCsbFefxpne9aYgoQ7baNnRg,,,6742912676903568389
6717600061129884677,US,MS4wLjABAAAAvDOVRs-1uz3OzL9at-_QVLwZx5gXqqZMCAZGGyVe9abE99EiVommI-ChAAiSHZKm,savannahrosewildlife,Savannah Rose,Wildlife photography in the Greater Yellowstone Ecosystem. Nikon Z8/9 +400 f/2.8,https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/7323396531113164806~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,396,2352,445757,27750,8530580,savannahrosewildlife,,,,,6742912676903568389
6809502429907928069,US,MS4wLjABAAAApiyYEe1fOHEFe11Y3urCuEM_FQjKQ9e4a1Fs7elcxuzc885LsS5kKr0gE4IvLsFr,juansharks,juansharks,Professional Shark Diver teaching people how to safely share the sea with sharks,https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343181840678649902~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,876,514,194941,1680,5355793,juansharks,,,,,6742912676903568389
6802551808318735365,US,MS4wLjABAAAAXKkSqRTd-MBat0x4CDR17u6pDhKvFmdtpr7OF9fy3rLRGrOMGcJyTdCBhEPKXYF2,plaineproducts,Plaine Products,"Eliminating single-use plastic from the bathroom! 🌎
Use code TOK15 for 15% off",https://p16-pu-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/0e68fc5c336b105099d154144515fe0c~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,807,633,2693,18768,40312,plaineproducts,,,,,6742912676903568389
6951484336924115973,CA,MS4wLjABAAAAxalQylJPEwkBUPCZ_XgYNq4_o4FZeERJqAA_OWftUER0b9-aZz0LJChnMvD-HmKD,elliebellie_blacklab,Ellie & Jess,"We’re Labbys 🐾
📧 elliebellie.blacklab@gmail.com 
✨save with my codes 👇🏼",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/accde2d58846a785ac38430defd9e8aa~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,264,448,57713,1307,3054439,elliebellie_blacklab,,,,,6742912676903568389
6897466388732150790,US,MS4wLjABAAAA_CK2LQDaaZxQsIiDJQ8K6QKZxFD811VArwHkxyV3LWQfpzgE9r7Xwxj3X_sv3yEG,theblythebasics,Bianca,"lover of earth & matcha 
🌍🌱
💌hello@theblythebasics.com",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/534ab59db8374b1cf7921fc1b5ad1a06~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,168,134,9436,3563,163633,theblythebasics,,,,,6742912676903568389
6755579039525700614,US,MS4wLjABAAAA7sbWNr3lKP-phe3k1OAnQif-DzT5VvzGkpYH3wr7isFfOkeLiHTZeo1MuxVaEni-,climatediva,Summer Dean,"Environmental creative & storyteller ⊹ Yogi
⟢ climatediva@gmail.com",https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7353505717653307434~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,491,625,43426,41101,1842507,,,,,,6742912676903568389
6714133589774550021,US,MS4wLjABAAAA-A2kqWEJj1pewGCjL1J-IQMMtBpspYFRac0O0X8d2FMG9XnheiEm65cGJXKpO2XB,chelsychristina,Chelsy Christina,"Secondhand Style
Sustainable Interior Design
↓ vintage finds + design inquiries",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d923dd76ee7f5c500426972ac535dc54~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,531,972,183445,58744,8212931,chelsychristina,Chelsy Christina,UCJBN5zZWTT7BRkuaHwdttTQ,,,6742912676903568389
6638680648846901253,US,MS4wLjABAAAAZLKXD52RaARq_QpFpUAXD2A0_H0JCqxdcB7wPjfw6iq2R0bCY-mZ5sQTWxVfEVfl,sabrina_pare,sabrina_pare,"mom to be 🩵
detroit 📍 
IG: sabrinaa_pare
hello@sabrinasustainablelife.com",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/94c47690491da96962f9c13dafa4a8e9~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1367,1383,267075,121510,15668385,,Sabrina Pare,UCnBAQgJqnO5tVDbPCskcP8A,,,6742912676903568389
6834147131630453765,US,MS4wLjABAAAAP2Q4JiuJe2pDLfzXhe--bZtr04cqejhxqgPr6kgjEiES4jNCuHDFjNFA2HbuS1YN,delilah_isabel,Delilah,"LA📍
travel, connection, sustainability 🌎
delilah.partnerships@gmail.com",https://p16.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7334205787956805675~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,443,498,79780,10688,6091315,delilahisabel_,,,,,6742912676903568389
6909059760378479622,US,MS4wLjABAAAA8MTfJl4k19Ca2vltCbFMO8Co6xWD22pQjx5pEdsocxg9FMq8wMBJlCHclAi1IwsP,morganevelyncook,Morgan Evelyn Cook,"A cup of anxiety, a tsp of lols, and a dash of Taylor songs 💁‍♀️
📍Chi",https://p16-pu-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/7c916879df32f5bfe9da2e1660831cd3~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,368,227,290939,1469,5120573,,Morgan Evelyn Cook,UCZI7Uu2Ncm1DqDc_4kW_AtA,,,6742912676903568389
6671042692263444485,US,MS4wLjABAAAAuVU_g26d_E3evOK3X_oEYHyFzVv5jAoGSTW-ycBhHRz2pv5Vyq1Hqe_pUqlNnT7W,acteevism,Megan McSherry - eco fashion,"sustainable life & style
imperfect environmentalism
✉️ megan@pharos.co",https://p16-pu-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/325db8514c021cb13384bf434b6cb2a7~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1289,907,96142,45323,6562811,acteevism,Megan McSherry @acteevism,UCQUbVMFCFHrSZZryhWhINMg,,,6742912676903568389
6685888775787250693,US,MS4wLjABAAAA3hBgeZICgCYfnGEn518g7MAh02Fugj7l54w7oMLJJ9EUqBz5E_eIEJa8BrCbgtRd,womenintheoutdoors,ellie,"Jackson Hole, WY
🏔️get inspired
🌲 get outside
🌈 spread love
☀️ reach out!",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/0e41c089c027be3bf60e50a19605192a~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,83,332,31605,2163,242641,,,,,,6742912676903568389
6782643985292329989,US,MS4wLjABAAAAb_SPfYcphBtJFZyyfWe0sbukBUMADj-uft7vvSEQUksansCxk6mgKRJKF82usLzv,huppyco,Huppy,♻️ Plastic free dental care,https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b9be280c4910696d0398f311c706ff76~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,377,109,9253,778,75103,huppy,,,,,6742912676903568389
6745573733513724933,US,MS4wLjABAAAAJODLLR1D1niyL--TxC_GkTQmj4XAvPmuj-FrMu39qxXVPHVqEOEkpoE6A5Hszcl-,sustain.ly,user27064543660,No bio yet,https://p16-common-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,95,18,1290868,1688,57363821,,,,,,6742912676903568389
6736396615248806917,SA,MS4wLjABAAAAsK9Jd_nvfkq69CTm66oMCtgZdzRXHjdRI-Y3WDf8rJ1DMYGaocV_gV05lTcW22LI,dazeyla,vz,@mtgr.vz,https://p16-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/75fde23ded7a7d892f4d8f569009dc46~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,3,39,57734,3538,1240835,dazey_la,Dani Dazey,UCOc1ptSWKECMT-5AavThgHA,,,6742912676903568389
6731467161438880773,US,MS4wLjABAAAA2FN5Fx9XhJ3BoJBouitsgDXHRrsfD1AzdBTi_w31vWQeiQCiybTkEe22KcsS9Hae,officialpeta,PETA,Every animal is someone 🐰🐭🐷🐵🐮🐶,https://p16.tiktokcdn-us.com/tos-useast5-avt-0068-tx/021a1140e8e1bb83b280464d74383ee9~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,3537,1029,773805,4163,22290182,peta,,,,,6742912676903568389
6817046791507772422,US,MS4wLjABAAAAY_NzR0iAwPWJMevKuEVnGV5gAanYN0F-FXO6DI3si0u_zQYE-htb8S0133qPBOpt,mikewolfel,Mike,Alaskan Outdoorsman & Wildlife photographer.,https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7313041788090990638~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,210,203,1038960,36265,20440777,mikewolfel,Mike Wolfel,UCGz5pxqeLTqdMPtbFuPPDjw,,,6742912676903568389
6763838679192863749,US,MS4wLjABAAAADHm8hDVWD_F5OsVxiPkfmVvy0MxxiQoLmVYNE1udJxEwqtFZRfZbw34ImDnGbD8I,melefante6,Michael Elefante,I help people acquire their 1st Airbnb (students = over $500M in real estate) 👇,https://p19-pu-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/1e24fd31e650309f65613f241a1130c4~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1020,1116,914000,11150,7975087,,,,,,6742912676903568389
6741895849162884102,US,MS4wLjABAAAALKQ3ASB2vrjibG7JXgvhiz8Hx70ww_olIHoC5Ti1M5VyIYrXz5gNJYQ3ZdGBtZG2,kati14m,K,,https://p16-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d13a2533620231f16c2fc63769a6545f~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,30,73173,6677,397797,,,,,,6742912676903568389
6815702500060333061,US,MS4wLjABAAAAdMpZ8lu9mY39uXb10MTaZZ28UDIYFzJD3qhzL_sIH-mUK05Tz93mWNHNv3nMwJZg,alliejcurtin,Allie Curtin,"OFF GRID MOMMA🌲 
Insta & YouTube @alliejcurtin ✨
📧 hmirr@pearpop.com",https://p16.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345106168509005867~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,379,170,157657,370,1790691,alliejcurtin,alliejcurtin,UCeeP1jtYSAaCceFLZ7CDIlQ,,,6742912676903568389
6797997417037677574,US,MS4wLjABAAAA3iIrhymBDkNcFPnqUhiqadQTs0eomdU4lf3KbXtAIE0qGoKw_8RXVQOjuUpcJ_VW,mommyfarmer,Mommy Farmer,"""Make Good Decisions"" ✝️
Hobby Farm & Homeschool
mommyfarmerbusiness@gmail.com",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/3e679fb1859ffe3dcec78566c077234c~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,3007,588,2624483,86378,114416866,mommyfarmer,Mommy Farmer,UC1pJAB_CZxIkkPdMch2zWBQ,,,6742912676903568389
6897703489738490886,US,MS4wLjABAAAAcBrGDOUgDpn6pUc-EqhbUXLOZClRMEJzCap1E3-1p-DB4WtRhUXN8R3NIah7S-SP,redleafranch,redleafranch,"✨💛 ABUNDANCE 💛✨ 
Youtube @redleafranch",https://p16.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7334210223982575659~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1949,4183,3438634,47173,108716357,redleafranch,Redleaf Ranch,UCtU3hGV-yaUsotBriP_hBSA,,,6742912676903568389
6732147834047628293,US,MS4wLjABAAAAvxEMUJch7TObhGiyDxDVBOxEeMnrf4_qivD3z4wOPcseDbyWzWsej6utftv7GLi_,thegirlgonegreen,The Girl Gone Green,"FL  🐬🥥 🌴
I talk about the environment
💌Hello@thegirlgonegreen.com",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/7334867617222426629~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,129,856,42984,33987,989673,thegirlgonegreen,The Girl Gone Green,UC4sORY6tWJMcaplqvuMMdLQ,,,6742912676903568389
6733724669197763590,US,MS4wLjABAAAAV5XCWhqC359tcEtd5NVtguIOypAsbkeMRcmHVTsjs2x8AukkHwTC-GHqsDNhi8j2,dolphin_project,Dolphin Project,"Defending dolphins est. Earth Day 1970🌎🐬
501c3 Non-profit
Help take action ⬇️",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/7334874211976445957~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,244,79,92694,1362,3277226,dolphin_project,Dolphin Project,UCBgel2UffkiaiOcV_NHaSdg,,,6742912676903568389
6814619211446223877,US,MS4wLjABAAAABv6nXxhGHoIp-KQ9y_5tfjE-w3amLJO_QY-dTaYLi14rY72wtUUY9W5MifCIli8L,wildquetzal,Wildquetzal,"I remind people of who they’ve always been. 
Stay Balanced 🪶",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1d0196710b0e8ebe1b7d104ec4c7da1e~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,250,52,171502,862,1427834,wildquetzal,Wild Quetzal,UCKQF-uSmWV7adaohjgBhShQ,,,6742912676903568389
6774168467231867909,US,MS4wLjABAAAASY-C4IXFofRPXxc3gQB8OjcyNdslQ8Ubt2bv8RriJxsM3t_0W2S9ln-BvwtqyaDB,natureofnow,Joe Patitucci,"I make plant music, travel the world and love unconditionally.",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/ebdc638771681514658bd3d4b0c68a0d~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,303,76,470642,8835,6766148,natureofnow,,,,,6742912676903568389
6932398448613245957,IT,MS4wLjABAAAA_iF5UKgtinFdLhObtDzj23oq2VYlD7iS-pp0DkyF4XBqDqIX17P3npHNqqidsq8t,ciaosasha,Sasha,Currently taking a hiatus from this page but find me on @The Art Report,https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/5d95b82c5c270bf6bb1b58c42243effb~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,7,157,327487,29650,13543066,ciaosasha_,,,,,6742912676903568389
6746382209999062022,US,MS4wLjABAAAA1vUe6IDYKealYHmy6oEhWgoOCOH8zgSi63YtP1N6d9-3FNlCHW65KoqR9h6833ip,butternutbakery,Jenna | Butternut Bakery,"✨ approachable desserts ✨
with the occasional cocktail
↓ RECIPES ↓",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/48026fd80ae2ebe68b0f1ce13439f3bf~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,412,272,963847,7028,23143239,butternutbakery,,,,,6742912676903568389
6516903274669429760,US,MS4wLjABAAAAc8FhFhsbuHLH8BdobFWVNd9PemeFcN19fNs5xZX2i5JnJUlUHSaw2NphOCoELCRk,thedodo,The Dodo,For animal people.,https://p19-pu-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/24951603809a6ed8c41438fa5345de8a~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,3961,2033,5916225,2674,219440428,thedodo,The Dodo,UCINb0wqPz-A0dV9nARjJlOQ,,,6742912676903568389
6797967381378925573,US,MS4wLjABAAAASuB59q4mAmGLXfjMmCFsg4MFQd2jDPW4xxNrZPmGxjr7nQ7ZEXBmYUgfwGO2qxtB,danieltoben,DanielToben,"Check out my link below!
Venmo: @DanielToben
Inquiries: danielaarontoben@gmail",https://p16-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7319309133851672622~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,155,5266,758954,147476,10707064,danieltoben,Daniel Toben,UCe5xUAeHQ-NLpeyTx45hysQ,,,6742912676903568389
